"Species","Year","results_code","area_code","year","season","period","species_code","species_id","index","stderr","stdev","upper_ci","lower_ci","LOESS_index"
"ARTE",1992,"SCMP","Atlantic",1992,"breeding","all years","arcter",5580,11685.471935728,NA,4218.72400443408,23114.8503707414,6586.00346785647,11704.6921563397
"ARTE",1993,"SCMP","Atlantic",1993,"breeding","all years","arcter",5580,11802.5236847681,NA,3921.53696005873,22485.6310060385,6978.53237969583,11838.0339180808
"ARTE",1994,"SCMP","Atlantic",1994,"breeding","all years","arcter",5580,11894.505827169,NA,3601.86850840673,21606.0044434983,7383.60647403198,11916.6364404702
"ARTE",1995,"SCMP","Atlantic",1995,"breeding","all years","arcter",5580,11986.4554158241,NA,3275.86235073309,20765.8953545918,7774.84479299153,11990.1203818501
"ARTE",1996,"SCMP","Atlantic",1996,"breeding","all years","arcter",5580,12032.7156401147,NA,2959.53359192745,19835.2927996076,8020.74162839892,12071.226853909
"ARTE",1997,"SCMP","Atlantic",1997,"breeding","all years","arcter",5580,12061.4085363125,NA,2668.04853242855,18827.7637130504,8302.53073334978,12069.4207983176
"ARTE",1998,"SCMP","Atlantic",1998,"breeding","all years","arcter",5580,12042.8004753866,NA,2414.46501872726,18055.7650045627,8458.03302389515,12012.7465825343
"ARTE",1999,"SCMP","Atlantic",1999,"breeding","all years","arcter",5580,11954.7400293634,NA,2207.63726560674,17390.7227557346,8511.29653605145,11936.1970939598
"ARTE",2000,"SCMP","Atlantic",2000,"breeding","all years","arcter",5580,11805.7263084214,NA,2049.66684813442,16732.0612982343,8479.5787502576,11761.327653577
"ARTE",2001,"SCMP","Atlantic",2001,"breeding","all years","arcter",5580,11573.9935755871,NA,1934.36054796455,16047.7186563557,8409.5465704842,11504.6916647697
"ARTE",2002,"SCMP","Atlantic",2002,"breeding","all years","arcter",5580,11237.1971224122,NA,1848.38474435859,15363.4669616785,8258.77278728112,11203.8547562326
"ARTE",2003,"SCMP","Atlantic",2003,"breeding","all years","arcter",5580,10848.29812445,NA,1775.15422121062,14906.0323111418,8033.00777709112,10819.539042375
"ARTE",2004,"SCMP","Atlantic",2004,"breeding","all years","arcter",5580,10409.2469835373,NA,1699.47847855355,14305.9409884789,7715.40614619731,10351.3563497161
"ARTE",2005,"SCMP","Atlantic",2005,"breeding","all years","arcter",5580,9891.94352215354,NA,1610.88827053067,13589.4151206612,7378.95392861203,9832.44364783113
"ARTE",2006,"SCMP","Atlantic",2006,"breeding","all years","arcter",5580,9295.51460295109,NA,1504.95163848186,12773.1312511384,6993.53086724308,9278.36492970895
"ARTE",2007,"SCMP","Atlantic",2007,"breeding","all years","arcter",5580,8704.36816653908,NA,1382.98398242827,11858.2407086024,6588.02747374091,8692.66533388016
"ARTE",2008,"SCMP","Atlantic",2008,"breeding","all years","arcter",5580,8081.53482118736,NA,1250.82554579689,10921.1689003199,6153.96742307896,8085.14385504047
"ARTE",2009,"SCMP","Atlantic",2009,"breeding","all years","arcter",5580,7465.77217285888,NA,1117.2133964841,9971.35730114224,5701.51143689983,7477.04352233055
"ARTE",2010,"SCMP","Atlantic",2010,"breeding","all years","arcter",5580,6842.16769555428,NA,992.042943557096,9054.72824388229,5240.78722478028,6874.75455055722
"ARTE",2011,"SCMP","Atlantic",2011,"breeding","all years","arcter",5580,6212.39631546489,NA,884.587678754077,8182.77482293405,4808.43216719297,6279.48931643278
"ARTE",2012,"SCMP","Atlantic",2012,"breeding","all years","arcter",5580,5631.53717587681,NA,801.637200213178,7403.42526993282,4330.57179086602,5700.34041501102
"ARTE",2013,"SCMP","Atlantic",2013,"breeding","all years","arcter",5580,5085.13083015696,NA,745.790834193663,6780.35959605587,3898.1762788309,5143.11301166151
"ARTE",2014,"SCMP","Atlantic",2014,"breeding","all years","arcter",5580,4569.87894808395,NA,714.780482591317,6211.9591101523,3460.15782087005,4611.33356380887
"ARTE",2015,"SCMP","Atlantic",2015,"breeding","all years","arcter",5580,4085.87256052229,NA,702.655258325051,5767.76726871406,3007.70012675739,4108.67767011506
"ARTE",2016,"SCMP","Atlantic",2016,"breeding","all years","arcter",5580,3650.31787325847,NA,702.252911184749,5383.37902935761,2616.91916116165,3637.91489215263
"ARTE",2017,"SCMP","Atlantic",2017,"breeding","all years","arcter",5580,3264.23947667352,NA,707.340534984017,5001.54308466967,2225.87525883651,3200.94191985056
"ARTE",1984,"SCMP","Atlantic",1984,"breeding","3Gen-Recent","arcter",5580,10963.2512539757,NA,4395.21705296187,22531.3652825318,5907.74740173899,10979.4812019482
"ARTE",1985,"SCMP","Atlantic",1985,"breeding","3Gen-Recent","arcter",5580,10965.9795605112,NA,4625.1506479795,23227.7756320118,5770.67006953386,10999.278853705
"ARTE",1986,"SCMP","Atlantic",1986,"breeding","3Gen-Recent","arcter",5580,11031.7777243339,NA,4790.25043991238,23662.0175046643,5800.24394353218,11029.6028625924
"ARTE",1987,"SCMP","Atlantic",1987,"breeding","3Gen-Recent","arcter",5580,11094.6090788978,NA,4881.10972396443,24116.9154388385,5804.83500130148,11093.4366260094
"ARTE",1988,"SCMP","Atlantic",1988,"breeding","3Gen-Recent","arcter",5580,11174.5771758843,NA,4892.84308614534,24188.294913558,5874.56846310325,11203.3451885664
"ARTE",1989,"SCMP","Atlantic",1989,"breeding","3Gen-Recent","arcter",5580,11280.9336184562,NA,4825.5403261698,24217.6744275804,5944.58137244677,11301.935985212
"ARTE",1990,"SCMP","Atlantic",1990,"breeding","3Gen-Recent","arcter",5580,11423.5065140789,NA,4684.13452453773,24057.8039697518,6103.56660599481,11405.4961677129
"ARTE",1991,"SCMP","Atlantic",1991,"breeding","3Gen-Recent","arcter",5580,11567.2217152215,NA,4477.75032537987,23568.7023440605,6296.88625120389,11549.8776052876
"ARTE",1992,"SCMP","Atlantic",1992,"breeding","3Gen-Recent","arcter",5580,11685.471935728,NA,4218.72400443408,23114.8503707414,6586.00346785647,11704.6921563397
"ARTE",1993,"SCMP","Atlantic",1993,"breeding","3Gen-Recent","arcter",5580,11802.5236847681,NA,3921.53696005873,22485.6310060385,6978.53237969583,11838.0339180808
"ARTE",1994,"SCMP","Atlantic",1994,"breeding","3Gen-Recent","arcter",5580,11894.505827169,NA,3601.86850840673,21606.0044434983,7383.60647403198,11916.6364404702
"ARTE",1995,"SCMP","Atlantic",1995,"breeding","3Gen-Recent","arcter",5580,11986.4554158241,NA,3275.86235073309,20765.8953545918,7774.84479299153,11990.1203818501
"ARTE",1996,"SCMP","Atlantic",1996,"breeding","3Gen-Recent","arcter",5580,12032.7156401147,NA,2959.53359192745,19835.2927996076,8020.74162839892,12071.226853909
"ARTE",1997,"SCMP","Atlantic",1997,"breeding","3Gen-Recent","arcter",5580,12061.4085363125,NA,2668.04853242855,18827.7637130504,8302.53073334978,12069.4207983176
"ARTE",1998,"SCMP","Atlantic",1998,"breeding","3Gen-Recent","arcter",5580,12042.8004753866,NA,2414.46501872726,18055.7650045627,8458.03302389515,12012.7465825343
"ARTE",1999,"SCMP","Atlantic",1999,"breeding","3Gen-Recent","arcter",5580,11954.7400293634,NA,2207.63726560674,17390.7227557346,8511.29653605145,11936.1970939598
"ARTE",2000,"SCMP","Atlantic",2000,"breeding","3Gen-Recent","arcter",5580,11805.7263084214,NA,2049.66684813442,16732.0612982343,8479.5787502576,11761.327653577
"ARTE",2001,"SCMP","Atlantic",2001,"breeding","3Gen-Recent","arcter",5580,11573.9935755871,NA,1934.36054796455,16047.7186563557,8409.5465704842,11504.6916647697
"ARTE",2002,"SCMP","Atlantic",2002,"breeding","3Gen-Recent","arcter",5580,11237.1971224122,NA,1848.38474435859,15363.4669616785,8258.77278728112,11203.8547562326
"ARTE",2003,"SCMP","Atlantic",2003,"breeding","3Gen-Recent","arcter",5580,10848.29812445,NA,1775.15422121062,14906.0323111418,8033.00777709112,10819.539042375
"ARTE",2004,"SCMP","Atlantic",2004,"breeding","3Gen-Recent","arcter",5580,10409.2469835373,NA,1699.47847855355,14305.9409884789,7715.40614619731,10351.3563497161
"ARTE",2005,"SCMP","Atlantic",2005,"breeding","3Gen-Recent","arcter",5580,9891.94352215354,NA,1610.88827053067,13589.4151206612,7378.95392861203,9832.44364783113
"ARTE",2006,"SCMP","Atlantic",2006,"breeding","3Gen-Recent","arcter",5580,9295.51460295109,NA,1504.95163848186,12773.1312511384,6993.53086724308,9278.36492970895
"ARTE",2007,"SCMP","Atlantic",2007,"breeding","3Gen-Recent","arcter",5580,8704.36816653908,NA,1382.98398242827,11858.2407086024,6588.02747374091,8692.66533388016
"ARTE",2008,"SCMP","Atlantic",2008,"breeding","3Gen-Recent","arcter",5580,8081.53482118736,NA,1250.82554579689,10921.1689003199,6153.96742307896,8085.14385504047
"ARTE",2009,"SCMP","Atlantic",2009,"breeding","3Gen-Recent","arcter",5580,7465.77217285888,NA,1117.2133964841,9971.35730114224,5701.51143689983,7477.04352233055
"ARTE",2010,"SCMP","Atlantic",2010,"breeding","3Gen-Recent","arcter",5580,6842.16769555428,NA,992.042943557096,9054.72824388229,5240.78722478028,6874.75455055722
"ARTE",2011,"SCMP","Atlantic",2011,"breeding","3Gen-Recent","arcter",5580,6212.39631546489,NA,884.587678754077,8182.77482293405,4808.43216719297,6279.48931643278
"ARTE",2012,"SCMP","Atlantic",2012,"breeding","3Gen-Recent","arcter",5580,5631.53717587681,NA,801.637200213178,7403.42526993282,4330.57179086602,5700.34041501102
"ARTE",2013,"SCMP","Atlantic",2013,"breeding","3Gen-Recent","arcter",5580,5085.13083015696,NA,745.790834193663,6780.35959605587,3898.1762788309,5143.11301166151
"ARTE",2014,"SCMP","Atlantic",2014,"breeding","3Gen-Recent","arcter",5580,4569.87894808395,NA,714.780482591317,6211.9591101523,3460.15782087005,4611.33356380887
"ARTE",2015,"SCMP","Atlantic",2015,"breeding","3Gen-Recent","arcter",5580,4085.87256052229,NA,702.655258325051,5767.76726871406,3007.70012675739,4108.67767011506
"ARTE",2016,"SCMP","Atlantic",2016,"breeding","3Gen-Recent","arcter",5580,3650.31787325847,NA,702.252911184749,5383.37902935761,2616.91916116165,3637.91489215263
"ARTE",2017,"SCMP","Atlantic",2017,"breeding","3Gen-Recent","arcter",5580,3264.23947667352,NA,707.340534984017,5001.54308466967,2225.87525883651,3200.94191985056
"ARTE",2007,"SCMP","Atlantic",2007,"breeding","10-years","arcter",5580,8704.36816653908,NA,1382.98398242827,11858.2407086024,6588.02747374091,8692.66533388016
"ARTE",2008,"SCMP","Atlantic",2008,"breeding","10-years","arcter",5580,8081.53482118736,NA,1250.82554579689,10921.1689003199,6153.96742307896,8085.14385504047
"ARTE",2009,"SCMP","Atlantic",2009,"breeding","10-years","arcter",5580,7465.77217285888,NA,1117.2133964841,9971.35730114224,5701.51143689983,7477.04352233055
"ARTE",2010,"SCMP","Atlantic",2010,"breeding","10-years","arcter",5580,6842.16769555428,NA,992.042943557096,9054.72824388229,5240.78722478028,6874.75455055722
"ARTE",2011,"SCMP","Atlantic",2011,"breeding","10-years","arcter",5580,6212.39631546489,NA,884.587678754077,8182.77482293405,4808.43216719297,6279.48931643278
"ARTE",2012,"SCMP","Atlantic",2012,"breeding","10-years","arcter",5580,5631.53717587681,NA,801.637200213178,7403.42526993282,4330.57179086602,5700.34041501102
"ARTE",2013,"SCMP","Atlantic",2013,"breeding","10-years","arcter",5580,5085.13083015696,NA,745.790834193663,6780.35959605587,3898.1762788309,5143.11301166151
"ARTE",2014,"SCMP","Atlantic",2014,"breeding","10-years","arcter",5580,4569.87894808395,NA,714.780482591317,6211.9591101523,3460.15782087005,4611.33356380887
"ARTE",2015,"SCMP","Atlantic",2015,"breeding","10-years","arcter",5580,4085.87256052229,NA,702.655258325051,5767.76726871406,3007.70012675739,4108.67767011506
"ARTE",2016,"SCMP","Atlantic",2016,"breeding","10-years","arcter",5580,3650.31787325847,NA,702.252911184749,5383.37902935761,2616.91916116165,3637.91489215263
"ARTE",2017,"SCMP","Atlantic",2017,"breeding","10-years","arcter",5580,3264.23947667352,NA,707.340534984017,5001.54308466967,2225.87525883651,3200.94191985056
"ATPU",1979,"SCMP","Atlantic",1979,"breeding","all years","atlpuf",5920,499011.402712159,NA,41672.7204535685,589784.746988527,431972.665189109,498862.671687102
"ATPU",1980,"SCMP","Atlantic",1980,"breeding","all years","atlpuf",5920,505348.429096404,NA,38825.7688073812,588860.72678665,440862.998527977,505232.445120362
"ATPU",1981,"SCMP","Atlantic",1981,"breeding","all years","atlpuf",5920,511437.145010989,NA,36695.5793820993,588095.713089789,450407.978035618,511890.978136053
"ATPU",1982,"SCMP","Atlantic",1982,"breeding","all years","atlpuf",5920,518501.443443171,NA,35267.3306316197,592760.220900217,457513.902026397,518846.733786703
"ATPU",1983,"SCMP","Atlantic",1983,"breeding","all years","atlpuf",5920,526152.42213436,NA,34488.8921701374,598221.506124569,464593.28748248,526110.623326957
"ATPU",1984,"SCMP","Atlantic",1984,"breeding","all years","atlpuf",5920,534548.771324757,NA,34277.8009938479,604772.572189993,471944.864016062,533695.194606479
"ATPU",1985,"SCMP","Atlantic",1985,"breeding","all years","atlpuf",5920,541932.106150509,NA,34536.5475392205,612984.724720843,478898.976576235,541610.514968585
"ATPU",1986,"SCMP","Atlantic",1986,"breeding","all years","atlpuf",5920,549413.190237611,NA,35169.9169840625,623825.742572225,485112.862124572,549865.470999951
"ATPU",1987,"SCMP","Atlantic",1987,"breeding","all years","atlpuf",5920,558225.163037582,NA,36098.2329122387,635014.829864106,490620.865799737,558474.45510584
"ATPU",1988,"SCMP","Atlantic",1988,"breeding","all years","atlpuf",5920,567036.436633962,NA,37263.7322250565,646572.226453576,497920.851324753,567447.152698839
"ATPU",1989,"SCMP","Atlantic",1989,"breeding","all years","atlpuf",5920,576704.19383752,NA,38630.5959651636,657508.384573882,504642.520535375,576783.123825657
"ATPU",1990,"SCMP","Atlantic",1990,"breeding","all years","atlpuf",5920,587053.289141531,NA,40180.6744434,671441.741302852,511288.867003821,586501.413650816
"ATPU",1991,"SCMP","Atlantic",1991,"breeding","all years","atlpuf",5920,596827.625325947,NA,41907.0436758606,685665.278305936,518271.879122025,596634.811357336
"ATPU",1992,"SCMP","Atlantic",1992,"breeding","all years","atlpuf",5920,607228.572782943,NA,43807.0938943491,700299.742619289,524954.02066285,607271.918171552
"ATPU",1993,"SCMP","Atlantic",1993,"breeding","all years","atlpuf",5920,618112.334128258,NA,45876.367862465,715702.424460942,533977.576472791,618341.418097808
"ATPU",1994,"SCMP","Atlantic",1994,"breeding","all years","atlpuf",5920,629381.156486102,NA,48103.9381027769,731836.829485042,541719.574208053,629853.518555717
"ATPU",1995,"SCMP","Atlantic",1995,"breeding","all years","atlpuf",5920,641740.648470696,NA,50469.7139293346,748845.199608057,550188.010737851,641864.645215255
"ATPU",1996,"SCMP","Atlantic",1996,"breeding","all years","atlpuf",5920,654241.261936744,NA,52943.707751388,767816.131878858,559805.157477628,654222.150066985
"ATPU",1997,"SCMP","Atlantic",1997,"breeding","all years","atlpuf",5920,666972.108433184,NA,55487.0158531199,787425.652326385,568972.255903002,667145.175962356
"ATPU",1998,"SCMP","Atlantic",1998,"breeding","all years","atlpuf",5920,680439.679203398,NA,58054.1259325179,808129.997628374,578013.890212633,680455.305664934
"ATPU",1999,"SCMP","Atlantic",1999,"breeding","all years","atlpuf",5920,694370.101407428,NA,60596.1515799757,826253.097883049,586860.078763463,694183.259585925
"ATPU",2000,"SCMP","Atlantic",2000,"breeding","all years","atlpuf",5920,708044.253223522,NA,63064.6693936205,845368.240831178,596887.578162985,708481.177234847
"ATPU",2001,"SCMP","Atlantic",2001,"breeding","all years","atlpuf",5920,722178.570887124,NA,65415.9390067979,864527.74865852,606605.773663004,722703.81130662
"ATPU",2002,"SCMP","Atlantic",2002,"breeding","all years","atlpuf",5920,736968.274014775,NA,67615.3712679671,886557.86477691,614851.825313633,737175.729500588
"ATPU",2003,"SCMP","Atlantic",2003,"breeding","all years","atlpuf",5920,751833.1769487,NA,69642.1457480246,907700.004207064,624666.694196008,751681.261555558
"ATPU",2004,"SCMP","Atlantic",2004,"breeding","all years","atlpuf",5920,766782.762634648,NA,71493.851681526,927103.841648021,636441.755788823,765886.294729466
"ATPU",2005,"SCMP","Atlantic",2005,"breeding","all years","atlpuf",5920,780830.212163899,NA,73190.9300659206,944985.373854557,649545.218456499,780163.66849381
"ATPU",2006,"SCMP","Atlantic",2006,"breeding","all years","atlpuf",5920,794443.538005047,NA,74780.5268268164,960258.398780624,659579.71782193,793991.184992596
"ATPU",2007,"SCMP","Atlantic",2007,"breeding","all years","atlpuf",5920,807339.541256361,NA,76339.1367564754,976685.400369714,671735.097547723,807253.135589559
"ATPU",2008,"SCMP","Atlantic",2008,"breeding","all years","atlpuf",5920,820683.013765927,NA,77973.1673414269,992905.131524298,684298.938590177,820165.546255774
"ATPU",2009,"SCMP","Atlantic",2009,"breeding","all years","atlpuf",5920,832782.549150851,NA,79816.3894431733,1012831.48264106,693667.357286964,832663.784746565
"ATPU",2010,"SCMP","Atlantic",2010,"breeding","all years","atlpuf",5920,844445.335840774,NA,82023.3647237662,1026804.05768406,704898.111609473,844741.572851991
"ATPU",2011,"SCMP","Atlantic",2011,"breeding","all years","atlpuf",5920,855774.003891275,NA,84758.5796006237,1046460.03028452,713726.726840367,856436.917579721
"ATPU",2012,"SCMP","Atlantic",2012,"breeding","all years","atlpuf",5920,866987.228781752,NA,88182.2506413612,1072470.34157372,721173.463483555,867723.501576175
"ATPU",2013,"SCMP","Atlantic",2013,"breeding","all years","atlpuf",5920,878589.833904329,NA,92435.2569051378,1092811.35442764,728496.207083886,878560.916382184
"ATPU",2014,"SCMP","Atlantic",2014,"breeding","all years","atlpuf",5920,888451.432826022,NA,97626.5971897407,1120967.31312706,732272.679909482,888946.923964993
"ATPU",2015,"SCMP","Atlantic",2015,"breeding","all years","atlpuf",5920,898304.810498544,NA,103826.37419546,1149170.42663956,735735.140698944,898852.216055304
"ATPU",2016,"SCMP","Atlantic",2016,"breeding","all years","atlpuf",5920,908573.205909215,NA,111065.550101975,1179139.44904197,736205.811003085,908257.944678028
"ATPU",2017,"SCMP","Atlantic",2017,"breeding","all years","atlpuf",5920,917845.744184878,NA,119341.542796073,1212804.58501506,736099.412197046,917146.065380059
"ATPU",2007,"SCMP","Atlantic",2007,"breeding","10-years","atlpuf",5920,807339.541256361,NA,76339.1367564754,976685.400369714,671735.097547723,807253.135589559
"ATPU",2008,"SCMP","Atlantic",2008,"breeding","10-years","atlpuf",5920,820683.013765927,NA,77973.1673414269,992905.131524298,684298.938590177,820165.546255774
"ATPU",2009,"SCMP","Atlantic",2009,"breeding","10-years","atlpuf",5920,832782.549150851,NA,79816.3894431733,1012831.48264106,693667.357286964,832663.784746565
"ATPU",2010,"SCMP","Atlantic",2010,"breeding","10-years","atlpuf",5920,844445.335840774,NA,82023.3647237662,1026804.05768406,704898.111609473,844741.572851991
"ATPU",2011,"SCMP","Atlantic",2011,"breeding","10-years","atlpuf",5920,855774.003891275,NA,84758.5796006237,1046460.03028452,713726.726840367,856436.917579721
"ATPU",2012,"SCMP","Atlantic",2012,"breeding","10-years","atlpuf",5920,866987.228781752,NA,88182.2506413612,1072470.34157372,721173.463483555,867723.501576175
"ATPU",2013,"SCMP","Atlantic",2013,"breeding","10-years","atlpuf",5920,878589.833904329,NA,92435.2569051378,1092811.35442764,728496.207083886,878560.916382184
"ATPU",2014,"SCMP","Atlantic",2014,"breeding","10-years","atlpuf",5920,888451.432826022,NA,97626.5971897407,1120967.31312706,732272.679909482,888946.923964993
"ATPU",2015,"SCMP","Atlantic",2015,"breeding","10-years","atlpuf",5920,898304.810498544,NA,103826.37419546,1149170.42663956,735735.140698944,898852.216055304
"ATPU",2016,"SCMP","Atlantic",2016,"breeding","10-years","atlpuf",5920,908573.205909215,NA,111065.550101975,1179139.44904197,736205.811003085,908257.944678028
"ATPU",2017,"SCMP","Atlantic",2017,"breeding","10-years","atlpuf",5920,917845.744184878,NA,119341.542796073,1212804.58501506,736099.412197046,917146.065380059
"BLGU",1979,"SCMP","Atlantic",1979,"breeding","all years","blkgui",5770,9695.09764485041,NA,1064.74087223319,12250.983564387,7919.17474772864,9670.59042836944
"BLGU",1980,"SCMP","Atlantic",1980,"breeding","all years","blkgui",5770,9642.3729421408,NA,1059.20390145713,12047.2171575662,7881.31534136845,9639.16746039729
"BLGU",1981,"SCMP","Atlantic",1981,"breeding","all years","blkgui",5770,9632.30150946273,NA,1130.29672483702,12265.6824082816,7839.47197550301,9639.60949114218
"BLGU",1982,"SCMP","Atlantic",1982,"breeding","all years","blkgui",5770,9660.38044727354,NA,1272.38158030017,12595.3298572581,7806.95694458436,9672.47681099568
"BLGU",1983,"SCMP","Atlantic",1983,"breeding","all years","blkgui",5770,9717.0164888908,NA,1480.69927582279,13015.3333719823,7765.74023620497,9737.12683773832
"BLGU",1984,"SCMP","Atlantic",1984,"breeding","all years","blkgui",5770,9812.57670026957,NA,1750.12407020152,13751.4795242647,7729.51440590428,9834.8412225719
"BLGU",1985,"SCMP","Atlantic",1985,"breeding","all years","blkgui",5770,9954.00226676474,NA,2072.73537791643,14437.606766225,7695.09254898583,9966.54907416152
"BLGU",1986,"SCMP","Atlantic",1986,"breeding","all years","blkgui",5770,10113.8123948927,NA,2433.69285572658,15067.8121995757,7703.11496524788,10131.5190174359
"BLGU",1987,"SCMP","Atlantic",1987,"breeding","all years","blkgui",5770,10329.3458577484,NA,2808.12818113393,15715.8445981943,7737.57408579841,10336.392187264
"BLGU",1988,"SCMP","Atlantic",1988,"breeding","all years","blkgui",5770,10585.0787668837,NA,3161.62995446044,16328.8866604931,7800.28580476769,10578.8003897231
"BLGU",1989,"SCMP","Atlantic",1989,"breeding","all years","blkgui",5770,10846.3717466953,NA,3455.38423192025,17040.8258984216,7958.06198902385,10867.1794758925
"BLGU",1990,"SCMP","Atlantic",1990,"breeding","all years","blkgui",5770,11173.4854454977,NA,3654.7963840079,17650.791820714,8177.42721741688,11204.6987792163
"BLGU",1991,"SCMP","Atlantic",1991,"breeding","all years","blkgui",5770,11560.8050246386,NA,3738.44782808718,18146.4859912739,8442.88040990732,11566.8964887115
"BLGU",1992,"SCMP","Atlantic",1992,"breeding","all years","blkgui",5770,11963.6384586688,NA,3703.69489935736,18639.8594185678,8783.04660970109,11975.886529953
"BLGU",1993,"SCMP","Atlantic",1993,"breeding","all years","blkgui",5770,12434.0629236812,NA,3566.58339218587,19144.9154918294,9181.79855277483,12418.8927887107
"BLGU",1994,"SCMP","Atlantic",1994,"breeding","all years","blkgui",5770,12906.3264253195,NA,3356.33024613306,19465.4187750604,9608.21651985451,12884.3562109875
"BLGU",1995,"SCMP","Atlantic",1995,"breeding","all years","blkgui",5770,13403.7183255997,NA,3106.93473149794,19832.7843646378,10125.3485857368,13401.2415591828
"BLGU",1996,"SCMP","Atlantic",1996,"breeding","all years","blkgui",5770,13916.6855933256,NA,2849.30775598688,20097.9583526169,10596.5690430908,13942.1781188312
"BLGU",1997,"SCMP","Atlantic",1997,"breeding","all years","blkgui",5770,14470.2356891815,NA,2606.44396787962,20271.2050597995,11161.8699215436,14475.0578815102
"BLGU",1998,"SCMP","Atlantic",1998,"breeding","all years","blkgui",5770,15050.0403338269,NA,2392.33836434645,20314.9186848898,11802.5423281841,15018.9164195336
"BLGU",1999,"SCMP","Atlantic",1999,"breeding","all years","blkgui",5770,15597.6181438414,NA,2213.63215478111,20600.7773847017,12402.5399451088,15587.5813173052
"BLGU",2000,"SCMP","Atlantic",2000,"breeding","all years","blkgui",5770,16137.5966542666,NA,2072.16928557253,20854.5736726973,12988.4807138131,16132.2366868377
"BLGU",2001,"SCMP","Atlantic",2001,"breeding","all years","blkgui",5770,16675.3659193359,NA,1966.94751240558,21072.1326894358,13566.0773753116,16665.1973137752
"BLGU",2002,"SCMP","Atlantic",2002,"breeding","all years","blkgui",5770,17174.1556292939,NA,1894.91669164768,21479.3786927518,14093.228813498,17179.2893545063
"BLGU",2003,"SCMP","Atlantic",2003,"breeding","all years","blkgui",5770,17661.5881640966,NA,1851.00915040637,21824.9417981967,14551.3425488026,17644.0592085674
"BLGU",2004,"SCMP","Atlantic",2004,"breeding","all years","blkgui",5770,18139.360854343,NA,1828.17124846378,22187.7410408298,15000.1580481306,18081.1331344857
